Vino_ID;fixed acidity;volatile acidity;residual sugar;chlorides;total sulfur dioxide;density;alcohol;quality
Vino_4312;7.1;0.23;1.9;0.046;103.0;0.98997;12.0;5
Vino_4313;6.9;0.26;4.2;0.043;114.0;0.9902;12.5;6
Vino_4314;6.4;0.27;1.6;0.04;86.0;0.99089;11.5;6
Vino_4315;6.3;0.41;7.3;0.035;117.0;0.99172;11.94;7
Vino_4316;6.7;0.41;5.4;0.035;115.0;0.9901;12.8933333333333;7
Vino_4317;7.2;0.585;10.4;0.086;94.0;0.99681;9.4;5
Vino_4318;6.7;0.34;1.9;0.038;138.0;0.9893;12.2;7
Vino_4319;6.3;0.41;7.3;0.035;117.0;0.99172;11.94;7
Vino_4320;6.7;0.41;5.4;0.035;115.0;0.9901;12.8933333333333;7
Vino_4321;6.4;0.26;7.7;0.056;191.0;0.99527;9.5;5
Vino_4322;6.3;0.28;11.5;0.036;150.0;0.99445;10.6;6
Vino_4323;7.4;0.16;1.2;0.042;121.0;0.99198;10.5;7
Vino_4324;8.4;0.27;2.2;0.037;129.0;0.99085;11.4666666666667;6
Vino_4325;5.9;0.2;1.0;0.043;100.0;0.99033;11.4;6
Vino_4326;6.4;0.24;8.2;0.054;182.0;0.99538;9.5;5
Vino_4327;7.4;0.38;8.3;0.052;168.0;0.99627;9.2;5
Vino_4328;6.4;0.24;8.2;0.054;182.0;0.99538;9.5;5
Vino_4329;6.4;0.42;9.3;0.043;145.0;0.99433;10.98;5
Vino_4330;6.4;0.23;8.1;0.054;181.0;0.9954;9.4;5
Vino_4331;6.4;0.24;8.2;0.054;182.0;0.99538;9.5;5
Vino_4332;7.4;0.38;8.3;0.052;168.0;0.99627;9.2;5
Vino_4333;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4334;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4335;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4336;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4337;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4338;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4339;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4340;6.8;0.24;2.0;0.044;96.0;0.99232;10.4;8
Vino_4341;7.3;0.19;13.9;0.057;155.0;0.99807;8.8;8
Vino_4342;7.4;0.27;15.7;0.054;139.0;0.99788;10.0333333333333;6
Vino_4343;5.7;0.28;1.2;0.052;141.0;0.99108;11.3;6
Vino_4344;5.8;0.22;1.5;0.024;109.0;0.99234;10.4;6
Vino_4345;6.7;0.27;1.2;0.176;106.0;0.99288;9.2;6
Vino_4346;7.1;0.2;3.2;0.034;107.0;0.99195;11.1;6
Vino_4347;6.7;0.27;1.2;0.176;106.0;0.99288;9.2;6
Vino_4348;7.1;0.23;2.6;0.034;148.0;0.99121;11.3;7
Vino_4349;7.6;0.31;13.2;0.042;148.0;0.99839;9.1;6
Vino_4350;7.2;0.34;10.4;0.108;187.0;0.99738;9.4;5
Vino_4351;7.0;0.36;5.7;0.015;73.0;0.98963;13.2;6
Vino_4352;6.4;0.31;2.5;0.039;137.0;0.98946;12.7;6
Vino_4353;7.3;0.28;1.6;0.054;148.0;0.99178;10.7;5
Vino_4354;7.4;0.16;1.4;0.064;166.0;0.99136;11.4333333333333;6
Vino_4355;6.4;0.31;7.4;0.049;169.0;0.99323;11.1;6
Vino_4356;6.4;0.31;2.5;0.039;137.0;0.98946;12.7;6
Vino_4357;6.2;0.29;5.6;0.046;178.0;0.99313;10.5333333333333;5
Vino_4358;5.9;0.28;3.6;0.04;194.0;0.9912;11.6;6
Vino_4359;6.5;0.23;7.5;0.05;179.0;0.99504;9.53333333333333;5
Vino_4360;7.2;0.34;5.8;0.062;203.0;0.99461;9.8;6
Vino_4361;7.3;0.28;1.6;0.054;148.0;0.99178;10.7;5
Vino_4362;6.5;0.2;1.5;0.039;110.0;0.99008;12.0;6
Vino_4363;6.2;0.24;2.9;0.039;123.0;0.98959;12.8;6
Vino_4364;7.1;0.31;11.2;0.048;136.0;0.99663;9.5;5
Vino_4365;6.4;0.29;9.65;0.041;119.0;0.99334;10.9333333333333;6
Vino_4366;6.3;0.19;10.1;0.063;133.0;0.99561;9.1;5
Vino_4367;5.9;0.29;3.2;0.035;117.0;0.98959;12.6;6
Vino_4368;7.1;0.31;11.2;0.048;136.0;0.99663;9.5;5
Vino_4369;6.5;0.3;11.45;0.041;109.0;0.99418;10.9;6
Vino_4370;6.4;0.29;9.65;0.041;119.0;0.99334;10.9333333333333;6
Vino_4371;6.5;0.22;4.5;0.096;115.0;0.9937;9.6;5
Vino_4372;7.0;0.23;2.7;0.053;92.0;0.99372;9.3;5
Vino_4373;7.1;0.23;3.5;0.038;112.0;0.99157;11.3666666666667;6
Vino_4374;6.1;0.26;1.7;0.043;98.0;0.98918;12.5;6
Vino_4375;6.4;0.35;2.1;0.051;171.0;0.9932;9.5;5
Vino_4376;6.0;0.32;4.8;0.041;186.0;0.99235;11.0;6
Vino_4377;6.1;0.34;5.0;0.042;133.0;0.99373;9.4;5
Vino_4378;6.5;0.13;2.6;0.035;76.0;0.9914;11.3333333333333;6
Vino_4379;6.5;0.315;6.6;0.041;126.0;0.99494;8.8;5
Vino_4380;6.1;0.34;5.0;0.042;133.0;0.99373;9.4;5
Vino_4381;5.7;0.31;7.3;0.05;143.0;0.99332;11.0666666666667;6
Vino_4382;6.4;0.3;5.0;0.058;151.0;0.99198;12.2;6
Vino_4383;7.0;0.24;1.7;0.041;110.0;0.99142;11.0;6
Vino_4384;6.5;0.13;2.6;0.035;76.0;0.9914;11.3333333333333;6
Vino_4385;6.4;0.26;8.2;0.05;182.0;0.99542;9.5;5
Vino_4386;6.4;0.26;8.2;0.05;182.0;0.99542;9.5;5
Vino_4387;6.0;0.27;5.0;0.043;170.0;0.9924;11.0;6
Vino_4388;7.1;0.21;1.2;0.039;97.0;0.99112;11.2;6
Vino_4389;6.7;0.26;7.1;0.036;100.0;0.99534;9.3;6
Vino_4390;6.3;0.28;9.5;0.04;111.0;0.99338;10.8;4
Vino_4391;6.2;0.25;15.8;0.057;167.0;0.99804;9.2;5
Vino_4392;7.3;0.22;15.5;0.048;203.0;0.99899;9.4;5
Vino_4393;6.2;0.25;15.8;0.057;167.0;0.99804;9.2;5
Vino_4394;6.4;0.18;17.05;0.047;139.0;0.99724;10.5;6
Vino_4395;6.3;0.2;12.7;0.046;143.0;0.99526;10.8;6
Vino_4396;6.6;0.24;12.3;0.051;146.0;0.99676;9.4;5
Vino_4397;7.4;0.27;11.8;0.053;173.0;0.99699;9.8;5
Vino_4398;7.4;0.27;11.8;0.053;173.0;0.99699;9.8;5
Vino_4399;7.4;0.27;11.8;0.053;173.0;0.99699;9.8;5
Vino_4400;6.6;0.24;12.3;0.051;146.0;0.99676;9.4;5
Vino_4401;7.4;0.27;11.8;0.053;173.0;0.99699;9.8;5
Vino_4402;7.1;0.38;13.6;0.041;137.0;0.99461;12.1;6
Vino_4403;6.8;0.43;5.2;0.043;176.0;0.99116;12.3;6
Vino_4404;5.2;0.22;6.2;0.066;187.0;0.99362;9.73333333333333;5
Vino_4405;5.9;0.29;7.9;0.044;197.0;0.99512;9.4;5
Vino_4406;5.9;0.29;7.9;0.044;197.0;0.99512;9.4;5
Vino_4407;6.3;0.29;3.3;0.037;140.0;0.9895;12.8;7
Vino_4408;6.3;0.19;2.8;0.046;80.0;0.99043;11.05;6
Vino_4409;5.7;0.29;7.9;0.044;197.0;0.99512;9.4;5
Vino_4410;6.3;0.29;3.3;0.037;140.0;0.9895;12.8;7
Vino_4411;5.7;0.24;6.3;0.069;182.0;0.99391;9.73333333333333;5
Vino_4412;5.8;0.3;4.9;0.039;86.0;0.98963;13.1;7
Vino_4413;7.1;0.27;10.4;0.041;114.0;0.99335;11.5;7
Vino_4414;5.8;0.3;4.9;0.039;86.0;0.98963;13.1;7
Vino_4415;7.1;0.27;10.4;0.041;114.0;0.99335;11.5;7
Vino_4416;6.3;0.305;16.0;0.061;141.0;0.99824;9.1;5
Vino_4417;5.7;0.24;6.3;0.069;182.0;0.99391;9.75;5
Vino_4418;6.2;0.22;2.2;0.04;125.0;0.9917;10.5;6
Vino_4419;6.6;0.22;17.3;0.047;118.0;0.99906;8.8;6
Vino_4420;6.6;0.22;17.3;0.047;118.0;0.99906;8.8;6
Vino_4421;6.6;0.22;17.3;0.047;118.0;0.99906;8.8;6
Vino_4422;6.6;0.22;17.3;0.047;118.0;0.99906;8.8;6
Vino_4423;6.2;0.22;2.2;0.04;125.0;0.9917;10.5;6
Vino_4424;6.2;0.22;2.2;0.04;125.0;0.9917;10.5;6
Vino_4425;6.6;0.22;17.3;0.047;118.0;0.99906;8.8;6
Vino_4426;6.1;0.22;6.6;0.045;122.0;0.99415;9.9;6
Vino_4427;6.2;0.21;6.5;0.047;123.0;0.99418;9.9;6
Vino_4428;6.3;0.32;12.3;0.044;205.0;0.99611;9.9;5
Vino_4429;6.9;0.44;5.0;0.038;166.0;0.99124;12.2;6
Vino_4430;6.1;0.31;2.8;0.042;162.0;0.99179;10.8;6
Vino_4431;8.1;0.36;13.6;0.051;134.0;0.99886;8.7;5
Vino_4432;6.6;0.38;2.8;0.043;67.0;0.98924;13.2;6
Vino_4433;6.7;0.24;5.4;0.03;94.0;0.99045;12.7;6
Vino_4434;6.9;0.56;10.9;0.06;193.0;0.9969;9.4;5
Vino_4435;7.2;0.24;1.7;0.045;161.0;0.99196;11.2;6
Vino_4436;6.5;0.29;9.15;0.051;166.0;0.99339;11.3333333333333;6
Vino_4437;6.7;0.28;4.5;0.051;92.0;0.99224;11.9;6
Vino_4438;6.5;0.29;9.15;0.051;166.0;0.99339;11.35;6
Vino_4439;6.1;0.21;1.4;0.046;131.0;0.99184;10.5;5
Vino_4440;7.2;0.47;5.9;0.048;125.0;0.99428;9.8;5
Vino_4441;6.7;0.34;16.4;0.051;146.0;0.99834;9.1;5
Vino_4442;6.6;0.27;1.2;0.033;111.0;0.98918;12.4;6
Vino_4443;6.7;0.34;16.4;0.051;146.0;0.99834;9.1;5
Vino_4444;7.2;0.47;5.9;0.048;125.0;0.99428;9.8;5
Vino_4445;5.0;0.35;7.8;0.031;116.0;0.99241;11.3;6
Vino_4446;5.0;0.35;7.8;0.031;116.0;0.99241;11.3;6
Vino_4447;4.4;0.46;2.8;0.024;111.0;0.98816;13.1;6
Vino_4448;6.6;0.38;2.9;0.035;101.0;0.98916;12.5;6
Vino_4449;7.3;0.3;2.5;0.045;122.0;0.99329;10.3;5
Vino_4450;6.4;0.28;12.8;0.039;150.0;0.99535;10.7;6
Vino_4451;6.9;0.29;12.2;0.04;136.0;0.99552;10.4;6
Vino_4452;6.3;0.3;7.7;0.049;184.0;0.99514;9.5;5
Vino_4453;6.3;0.39;2.8;0.048;173.0;0.99304;9.8;5
Vino_4454;6.6;0.38;2.9;0.035;101.0;0.98916;12.5;6
Vino_4455;6.6;0.18;17.3;0.051;149.0;0.9984;9.4;6
Vino_4456;6.0;0.28;19.3;0.051;174.0;0.99911;9.0;5
Vino_4457;6.0;0.28;19.3;0.051;174.0;0.99911;9.0;5
Vino_4458;6.0;0.28;19.3;0.051;174.0;0.99911;9.0;5
Vino_4459;6.6;0.35;2.7;0.045;129.0;0.98952;13.0;7
Vino_4460;5.9;0.22;6.4;0.041;120.0;0.99403;9.9;5
Vino_4461;6.6;0.18;17.3;0.051;149.0;0.9984;9.4;6
Vino_4462;7.7;0.28;2.4;0.044;157.0;0.99312;10.6;6
Vino_4463;7.1;0.42;2.8;0.038;109.0;0.98968;13.4;6
Vino_4464;6.7;0.32;1.7;0.031;114.0;0.98946;12.5;6
Vino_4465;6.6;0.26;15.4;0.053;141.0;0.9981;9.3;5
Vino_4466;6.6;0.26;15.4;0.053;141.0;0.9981;9.3;5
Vino_4467;6.2;0.32;4.1;0.051;149.0;0.99306;11.0;5
Vino_4468;6.3;0.25;6.6;0.054;158.0;0.99378;10.3;5
Vino_4469;6.2;0.21;1.2;0.051;95.0;0.99036;11.3;6
Vino_4470;6.4;0.23;2.1;0.042;100.0;0.99094;10.9;6
Vino_4471;4.7;0.145;1.0;0.042;90.0;0.9908;11.3;6
Vino_4472;6.2;0.2;1.1;0.039;78.0;0.9899;12.1;6
Vino_4473;7.0;0.28;1.4;0.039;83.0;0.99173;11.1;5
Vino_4474;7.1;0.36;1.6;0.271;140.0;0.99356;9.8;5
Vino_4475;5.7;0.25;9.8;0.049;125.0;0.99571;10.1;6
Vino_4476;5.7;0.22;1.9;0.036;110.0;0.98945;12.4;6
Vino_4477;6.0;0.2;1.3;0.034;104.0;0.98865;12.7;6
Vino_4478;6.4;0.32;7.9;0.05;180.0;0.99514;9.6;5
Vino_4479;6.4;0.32;7.9;0.05;180.0;0.99514;9.6;5
Vino_4480;6.0;0.555;4.5;0.053;126.0;0.9943;9.1;5
Vino_4481;5.9;0.22;22.6;0.12;122.0;0.99636;12.8;5
Vino_4482;6.4;0.32;7.9;0.05;180.0;0.99514;9.6;5
Vino_4483;6.2;0.3;3.5;0.037;155.0;0.98987;12.4;6
Vino_4484;5.8;0.28;1.2;0.058;108.0;0.99288;9.55;4
Vino_4485;5.8;0.555;4.5;0.053;126.0;0.9943;9.1;5
Vino_4486;6.7;0.31;2.0;0.033;74.0;0.99064;12.5;6
Vino_4487;6.4;0.15;7.8;0.05;68.0;0.99394;9.9;6
Vino_4488;6.4;0.13;0.9;0.045;87.0;0.99175;11.2;6
Vino_4489;6.7;0.48;2.9;0.03;122.0;0.98926;13.0;6
Vino_4490;6.7;0.48;2.9;0.03;122.0;0.98926;13.0;6
Vino_4491;5.8;0.3;3.5;0.033;116.0;0.99057;11.7;6
Vino_4492;6.1;0.28;4.2;0.038;95.0;0.98898;13.1;6
Vino_4493;6.0;0.19;9.7;0.032;50.0;0.9932;12.0;6
Vino_4494;6.8;0.31;10.5;0.043;165.0;0.9972;10.55;6
Vino_4495;7.5;0.24;1.1;0.046;84.0;0.9902;11.45;6
Vino_4496;6.8;0.23;16.1;0.053;194.0;0.9988;10.2;6
Vino_4497;7.5;0.24;1.1;0.046;84.0;0.9902;11.45;6
Vino_4498;6.3;0.29;8.1;0.212;150.0;0.9958;9.3;5
Vino_4499;6.8;0.2;6.2;0.052;106.0;0.9935;10.8;5
Vino_4500;5.2;0.38;7.7;0.053;103.0;0.9925;12.2;6
Vino_4501;7.8;0.27;2.4;0.053;175.0;0.992;11.0;6
Vino_4502;6.6;0.54;16.3;0.055;182.0;0.9986;10.4;6
Vino_4503;7.1;0.25;2.3;0.05;156.0;0.9914;11.4;6
Vino_4504;5.8;0.61;8.4;0.041;104.0;0.9909;14.05;7
Vino_4505;6.5;0.32;8.5;0.051;138.0;0.9943;10.7;5
Vino_4506;6.4;0.28;6.0;0.051;162.0;0.994;10.2;5
Vino_4507;6.6;0.19;1.1;0.044;100.0;0.9904;11.2;6
Vino_4508;5.1;0.305;1.75;0.036;73.0;0.99;12.3333333333333;5
Vino_4509;5.8;0.26;2.6;0.034;129.0;0.9902;11.5;4
Vino_4510;6.7;0.23;1.3;0.061;100.0;0.9925;9.5;5
Vino_4511;6.8;0.33;2.1;0.047;147.0;0.9886;13.4;6
Vino_4512;6.1;0.27;1.1;0.034;110.0;0.9898;12.5;6
Vino_4513;6.1;0.27;1.1;0.034;110.0;0.9898;12.5;6
Vino_4514;6.8;0.4;2.8;0.044;97.0;0.9904;11.2;6
Vino_4515;6.1;0.4;9.0;0.051;259.0;0.9964;8.8;5
Vino_4516;7.1;0.28;2.8;0.039;118.0;0.9908;11.2;6
Vino_4517;6.2;0.32;2.2;0.036;70.0;0.9899;12.7;6
Vino_4518;6.8;0.17;5.1;0.049;82.0;0.993;9.8;6
Vino_4519;9.0;0.2;3.5;0.049;40.0;0.9944;9.8;6
Vino_4520;5.8;0.13;12.7;0.058;183.0;0.9956;11.7;6
Vino_4521;5.8;0.31;7.5;0.052;230.0;0.9949;9.8;5
Vino_4522;6.3;0.36;2.0;0.048;191.0;0.9929;9.6;5
Vino_4523;9.0;0.2;3.5;0.049;40.0;0.9944;9.8;6
Vino_4524;6.7;0.18;14.3;0.048;149.0;0.9975;9.7;5
Vino_4525;6.6;0.16;9.8;0.049;137.0;0.995;10.0;6
Vino_4526;5.8;0.13;12.7;0.058;183.0;0.9956;11.7;6
Vino_4527;5.8;0.27;12.7;0.058;206.0;0.9946;12.3;6
Vino_4528;6.8;0.17;5.1;0.049;82.0;0.993;9.8;6
Vino_4529;6.4;0.37;3.5;0.068;101.0;0.9934;9.0;6
Vino_4530;7.3;0.26;12.7;0.047;164.5;0.9984;9.1;6
Vino_4531;7.3;0.28;12.9;0.049;162.5;0.9984;9.1;6
Vino_4532;7.3;0.28;12.9;0.049;162.5;0.9984;9.1;6
Vino_4533;5.8;0.12;1.3;0.056;121.0;0.9908;11.4;6
Vino_4534;6.1;0.25;10.5;0.049;124.0;0.9963;10.5;5
Vino_4535;6.4;0.24;1.5;0.04;105.0;0.98914;12.4;6
Vino_4536;7.3;0.26;12.7;0.047;156.0;0.9984;9.1;6
Vino_4537;7.3;0.28;12.9;0.049;152.0;0.9984;9.1;6
Vino_4538;8.3;0.18;1.2;0.049;94.0;0.9937;10.1;5
Vino_4539;7.1;0.09;6.2;0.032;134.0;0.993;10.9;6
Vino_4540;8.3;0.14;8.8;0.026;60.0;0.9956;11.05;5
Vino_4541;5.8;0.28;3.9;0.026;105.0;0.98963;12.75;6
Vino_4542;6.0;0.23;1.3;0.025;111.0;0.98961;12.7;6
Vino_4543;6.9;0.28;9.1;0.037;76.0;0.9948;11.1;5
Vino_4544;6.9;0.28;9.1;0.037;76.0;0.9948;11.1;5
Vino_4545;5.8;0.28;3.9;0.026;105.0;0.98963;12.75;6
Vino_4546;6.3;0.25;1.8;0.021;101.0;0.989315;13.0;6
Vino_4547;6.5;0.2;2.1;0.033;95.0;0.989435;12.0;6
Vino_4548;5.9;0.29;1.4;0.022;47.0;0.9899;11.5;6
Vino_4549;6.4;0.46;14.7;0.047;183.0;0.998275;10.5;5
Vino_4550;6.9;0.28;9.1;0.037;76.0;0.9948;11.1;5
Vino_4551;6.8;0.23;1.9;0.047;101.0;0.9914;11.1;6
Vino_4552;7.0;0.23;1.8;0.048;113.0;0.9915;11.1;6
Vino_4553;6.4;0.55;9.6;0.027;104.0;0.9924;13.1;6
Vino_4554;5.7;0.28;3.9;0.026;105.0;0.98963;12.75;6
Vino_4555;6.0;0.23;1.3;0.025;111.0;0.98961;12.7;6
Vino_4556;6.8;0.45;11.8;0.094;97.0;0.997;9.6;5
Vino_4557;6.1;0.2;1.9;0.028;138.0;0.9914;11.7;5
Vino_4558;6.1;0.37;12.0;0.042;210.0;0.997;9.7;6
Vino_4559;5.9;0.21;7.9;0.033;130.0;0.9944;10.9;6
Vino_4560;6.9;0.22;9.3;0.04;110.0;0.9958;10.7;7
Vino_4561;5.4;0.27;4.6;0.022;107.0;0.98889;13.8;6
Vino_4562;6.0;0.26;2.2;0.035;72.0;0.989465;12.15;6
Vino_4563;5.6;0.18;10.2;0.028;131.0;0.9954;10.8;7
Vino_4564;5.6;0.26;10.6;0.03;119.0;0.9947;10.7;7
Vino_4565;7.0;0.23;1.4;0.036;113.0;0.9912;10.8;7
Vino_4566;5.8;0.28;9.1;0.039;159.0;0.9965;10.8;5
Vino_4567;8.6;0.36;11.1;0.03;171.0;0.9948;12.0;5
Vino_4568;5.8;0.28;9.1;0.039;159.0;0.9965;10.8;5
Vino_4569;6.4;0.3;4.4;0.055;135.0;0.9925;12.2;6
Vino_4570;6.2;0.2;2.8;0.05;126.0;0.9936;9.4;6
Vino_4571;5.8;0.29;1.1;0.029;83.0;0.9898;11.4;6
Vino_4572;5.7;0.22;1.3;0.027;101.0;0.98948;12.5;7
Vino_4573;5.6;0.22;1.2;0.024;97.0;0.98823;13.05;7
Vino_4574;6.8;0.32;3.3;0.026;99.0;0.9896;12.4;6
Vino_4575;6.2;0.2;9.7;0.03;102.0;0.9908;12.9;7
Vino_4576;6.1;0.35;2.3;0.034;133.0;0.9906;12.0;7
Vino_4577;5.9;0.3;1.1;0.036;56.0;0.9904;11.3;5
Vino_4578;6.3;0.15;11.4;0.05;96.0;0.99754;10.0;6
Vino_4579;4.8;0.13;1.2;0.042;98.0;0.9898;11.8;7
Vino_4580;6.0;0.2;14.7;0.045;125.0;0.998365;9.4;6
Vino_4581;5.7;0.2;13.8;0.047;112.0;0.99837;8.8;6
Vino_4582;6.0;0.27;1.3;0.038;138.0;0.99125;11.1;6
Vino_4583;6.3;0.37;6.3;0.048;146.0;0.9943;10.5;6
Vino_4584;6.4;0.23;7.9;0.05;150.0;0.99488;9.3;6
Vino_4585;5.9;0.34;2.0;0.042;110.0;0.99034;11.4;6
Vino_4586;5.0;0.33;11.8;0.03;158.0;0.99322;11.8;6
Vino_4587;5.4;0.29;1.2;0.029;132.0;0.98895;12.4;6
Vino_4588;8.0;0.33;10.0;0.035;108.0;0.99457;11.6;6
Vino_4589;6.4;0.3;5.2;0.05;137.0;0.99304;11.1;5
Vino_4590;5.4;0.29;1.2;0.029;132.0;0.98895;12.4;6
Vino_4591;6.4;0.33;7.2;0.041;168.0;0.99331;11.1;6
Vino_4592;7.0;0.33;9.9;0.042;251.0;0.99435;11.0;6
Vino_4593;6.7;0.45;5.3;0.036;165.0;0.99122;12.2;6
Vino_4594;6.5;0.36;13.55;0.053;113.0;0.99544;11.0;6
Vino_4595;5.8;0.42;2.2;0.035;129.0;0.989;12.9;6
Vino_4596;7.1;0.39;9.9;0.037;124.0;0.99414;10.9;6
Vino_4597;6.7;0.53;4.3;0.069;114.0;0.99014;13.4;6
Vino_4598;6.7;0.66;13.0;0.033;75.0;0.99551;10.7;6
Vino_4599;6.5;0.36;13.55;0.053;113.0;0.99544;11.0;6
Vino_4600;6.5;0.16;1.0;0.027;75.0;0.9908;11.4;7
Vino_4601;8.3;0.22;1.1;0.043;116.0;0.9927;10.2;6
Vino_4602;6.9;0.23;6.9;0.03;116.0;0.99244;11.0;6
Vino_4603;6.4;0.17;13.4;0.044;139.0;0.99752;9.1;6
Vino_4604;5.0;0.33;4.6;0.032;124.0;0.99114;11.0;6
Vino_4605;6.8;0.38;9.9;0.037;146.0;0.99326;11.5;6
Vino_4606;6.5;0.29;3.0;0.036;93.0;0.9906;12.0;6
Vino_4607;6.9;0.29;5.8;0.04;112.0;0.993;11.2;5
Vino_4608;6.6;0.28;12.9;0.033;177.0;0.99479;11.2;6
Vino_4609;6.2;0.36;3.2;0.032;73.0;0.98942;12.6;7
Vino_4610;6.0;0.615;0.8;0.032;50.0;0.99036;11.0;4
Vino_4611;5.9;0.44;2.5;0.03;73.0;0.99201;10.8;6
Vino_4612;5.9;0.42;2.4;0.034;77.0;0.99184;10.9;5
Vino_4613;5.8;0.34;7.2;0.041;146.0;0.99441;9.8;5
Vino_4614;5.8;0.27;7.3;0.04;145.0;0.99442;9.8;5
Vino_4615;7.1;0.33;6.3;0.094;166.0;0.99474;9.5;5
Vino_4616;6.1;0.44;4.25;0.032;132.0;0.9916;11.2666666666667;7
Vino_4617;7.3;0.28;1.2;0.039;99.0;0.99198;10.8;5
Vino_4618;5.2;0.5;2.0;0.036;129.0;0.98949;13.4;7
Vino_4619;6.1;0.44;4.25;0.032;132.0;0.9916;11.3;7
Vino_4620;6.4;0.62;4.7;0.06;196.0;0.99556;8.9;5
Vino_4621;6.4;0.38;4.5;0.038;119.0;0.99151;11.2;6
Vino_4622;7.5;0.305;1.4;0.047;95.0;0.99158;11.5;7
Vino_4623;6.5;0.5;4.1;0.036;131.0;0.9902;13.0;7
Vino_4624;6.6;0.4;5.3;0.038;125.0;0.99204;12.6;6
Vino_4625;6.4;0.4;4.2;0.032;91.0;0.98988;13.1;6
Vino_4626;8.3;0.49;6.65;0.034;158.0;0.99344;11.2;5
Vino_4627;6.3;0.3;8.2;0.034;199.0;0.99394;11.7;6
Vino_4628;6.1;0.19;2.6;0.041;99.0;0.99153;10.9;6
Vino_4629;6.1;0.19;2.6;0.041;99.0;0.99153;10.9;6
Vino_4630;5.6;0.24;2.0;0.041;73.0;0.98981;11.6;7
Vino_4631;5.7;0.25;12.2;0.041;127.0;0.99524;10.4;7
Vino_4632;6.6;0.21;2.3;0.041;102.0;0.99221;10.9;7
Vino_4633;6.3;0.3;8.2;0.034;199.0;0.99394;11.7;6
Vino_4634;6.2;0.28;5.0;0.043;188.0;0.99318;10.8;6
Vino_4635;5.8;0.29;10.7;0.038;136.0;0.99366;11.2;6
Vino_4636;5.8;0.345;10.8;0.033;120.0;0.99494;10.0;6
Vino_4637;6.5;0.51;1.7;0.048;177.0;0.99212;10.5666666666667;5
Vino_4638;6.0;0.24;1.3;0.036;118.0;0.99018;11.7333333333333;6
Vino_4639;6.5;0.51;1.7;0.048;177.0;0.99212;10.6;5
Vino_4640;6.9;0.54;12.7;0.049;195.0;0.99596;10.5;6
Vino_4641;6.0;0.24;1.3;0.036;118.0;0.99018;11.75;6
Vino_4642;6.6;0.26;1.2;0.035;126.0;0.99094;11.4;6
Vino_4643;5.7;0.24;1.3;0.03;98.0;0.98968;12.4;7
Vino_4644;6.5;0.21;5.7;0.043;197.0;0.99392;10.1;6
Vino_4645;6.8;0.29;3.4;0.035;122.0;0.99024;12.3;6
Vino_4646;5.0;0.24;1.1;0.034;158.0;0.98774;13.1;7
Vino_4647;5.9;0.18;1.0;0.037;88.0;0.99094;10.65;7
Vino_4648;5.8;0.26;1.0;0.042;101.0;0.99044;11.4;7
Vino_4649;6.7;0.61;1.65;0.117;240.0;0.9938;9.3;5
Vino_4650;5.7;0.695;6.8;0.042;84.0;0.99432;10.2;5
Vino_4651;5.6;0.695;6.8;0.042;84.0;0.99432;10.2;5
Vino_4652;5.7;0.39;4.9;0.033;113.0;0.98966;13.1;7
Vino_4653;6.1;0.38;1.4;0.051;210.0;0.99309;9.6;5
Vino_4654;6.3;0.36;2.5;0.035;73.0;0.98868;12.8;7
Vino_4655;6.0;0.29;10.8;0.048;149.0;0.9937;10.9666666666667;7
Vino_4656;6.0;0.29;10.8;0.048;149.0;0.9937;10.9666666666667;7
Vino_4657;6.0;0.29;10.8;0.048;149.0;0.9937;10.9666666666667;7
Vino_4658;6.0;0.29;10.8;0.048;149.0;0.9937;11.0;7
Vino_4659;7.1;0.43;2.8;0.036;132.0;0.98975;13.4;6
Vino_4660;6.6;0.25;1.3;0.04;85.0;0.98984;11.2;6
Vino_4661;6.6;0.33;2.0;0.027;79.0;0.99063;12.4;6
Vino_4662;8.0;0.23;1.1;0.048;150.0;0.99168;11.2;5
Vino_4663;7.3;0.17;8.2;0.028;111.0;0.99272;12.4;6
Vino_4664;6.0;0.17;6.0;0.036;111.0;0.99362;10.1333333333333;7
Vino_4665;6.1;0.16;6.1;0.034;114.0;0.99365;10.1333333333333;7
Vino_4666;7.3;0.17;8.2;0.028;111.0;0.99272;12.4;6
Vino_4667;6.4;0.31;8.8;0.057;221.0;0.99642;9.1;5
Vino_4668;6.1;0.16;6.1;0.034;114.0;0.99365;10.15;7
Vino_4669;6.0;0.17;6.0;0.036;111.0;0.99362;10.15;7
Vino_4670;5.9;0.44;1.2;0.049;117.0;0.99134;11.5;5
Vino_4671;6.6;0.285;11.4;0.035;137.0;0.99732;8.9;6
Vino_4672;4.9;0.335;1.3;0.036;168.0;0.99212;10.4666666666667;5
Vino_4673;4.9;0.335;1.3;0.036;168.0;0.99212;10.4666666666667;5
Vino_4674;6.0;0.28;6.2;0.028;104.0;0.99161;11.8;7
Vino_4675;5.8;0.35;3.2;0.034;151.0;0.9912;11.6333333333333;7
